Randomizer Version: 4.6.1-HAL
Random Seed: 243707437309418
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAElNhcHBoaXJlIChVL0UpIDEuMk7fFzDjwziK

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
ARON Lv36                HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 
WHISMUR Lv36             HP 64  ATK 51  DEF 23  SPATK 51  SPDEF 23  SPEED 28 
ARON Lv36                HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 
WHISMUR Lv36             HP 64  ATK 51  DEF 23  SPATK 51  SPDEF 23  SPEED 28 

Set #62 - VICTORY ROAD Grass/Cave (rate=10)
GOLBAT Lv40              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
HARIYAMA Lv40            HP 144 ATK 120 DEF 60  SPATK 40  SPDEF 60  SPEED 50 
LAIRON Lv40              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDICHAM Lv40            HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
GOLBAT Lv38              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
HARIYAMA Lv38            HP 144 ATK 120 DEF 60  SPATK 40  SPDEF 60  SPEED 50 
GOLBAT Lv42              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
HARIYAMA Lv42            HP 144 ATK 120 DEF 60  SPATK 40  SPDEF 60  SPEED 50 
LAIRON Lv42              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDITITE Lv38            HP 30  ATK 40  DEF 55  SPATK 40  SPDEF 55  SPEED 60 
LAIRON Lv42              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDITITE Lv38            HP 30  ATK 40  DEF 55  SPATK 40  SPDEF 55  SPEED 60 

Set #63 - VICTORY ROAD Rock Smash (rate=20)
GRAVELER Lvs 30-40       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
GEODUDE Lvs 30-40        HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GRAVELER Lvs 35-40       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
GRAVELER Lvs 35-40       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
GRAVELER Lvs 35-40       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 

Set #64 - VICTORY ROAD Grass/Cave (rate=10)
GOLBAT Lv40              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv40             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
LAIRON Lv40              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDICHAM Lv40            HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
GOLBAT Lv42              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv42             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
GOLBAT Lv44              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv44             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
LAIRON Lv42              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDICHAM Lv42            HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
LAIRON Lv44              HP 60  ATK 90  DEF 140 SPATK 50  SPDEF 50  SPEED 40 
MEDICHAM Lv44            HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 

Set #65 - VICTORY ROAD Surfing (rate=4)
GOLBAT Lvs 30-35         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lvs 25-30         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lvs 35-40         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lvs 35-40         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lvs 35-40         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 

Set #66 - VICTORY ROAD Fishing (rate=30)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
GOLDEEN Lvs 5-10         HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
GOLDEEN Lvs 10-30        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
BARBOACH Lvs 10-30       HP 50  ATK 48  DEF 43  SPATK 46  SPDEF 41  SPEED 60 
BARBOACH Lvs 25-30       HP 50  ATK 48  DEF 43  SPATK 46  SPDEF 41  SPEED 60 
BARBOACH Lvs 30-35       HP 50  ATK 48  DEF 43  SPATK 46  SPDEF 41  SPEED 60 
WHISCASH Lvs 30-35       HP 110 ATK 78  DEF 73  SPATK 76  SPDEF 71  SPEED 60 
WHISCASH Lvs 35-40       HP 110 ATK 78  DEF 73  SPATK 76  SPDEF 71  SPEED 60 
WHISCASH Lvs 40-45       HP 110 ATK 78  DEF 73  SPATK 76  SPDEF 71  SPEED 60 

Set #67 - SHOAL CAVE Grass/Cave (rate=10)
ZUBAT Lv26               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv28               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv30               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv30              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv32               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #68 - SHOAL CAVE Surfing (rate=4)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
ZUBAT Lvs 5-35           HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lvs 25-30         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SPHEAL Lvs 25-30         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SPHEAL Lvs 25-35         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #69 - SHOAL CAVE Fishing (rate=10)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 5-10       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
WAILMER Lvs 10-30        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 25-30        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 30-35        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 20-25        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 35-40        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 40-45        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 

Set #70 - SHOAL CAVE Grass/Cave (rate=10)
ZUBAT Lv26               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv28               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv30               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv30              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv32               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #71 - SHOAL CAVE Surfing (rate=4)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
ZUBAT Lvs 5-35           HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lvs 25-30         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SPHEAL Lvs 25-30         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SPHEAL Lvs 25-35         HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #72 - SHOAL CAVE Fishing (rate=10)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 5-10       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
WAILMER Lvs 10-30        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 25-30        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 30-35        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 20-25        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 35-40        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lvs 40-45        HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 

Set #73 - SHOAL CAVE Grass/Cave (rate=10)
ZUBAT Lv26               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv28               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv30               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv30              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv32               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #74 - SHOAL CAVE Grass/Cave (rate=10)
ZUBAT Lv26               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv28               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv30               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv30              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv32               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 

Set #75 - SHOAL CAVE Grass/Cave (rate=10)
ZUBAT Lv26               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv28               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
ZUBAT Lv30               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
SPHEAL Lv30              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SNORUNT Lv26             HP 50  ATK 50  DEF 50  SPATK 50  SPDEF 50  SPEED 50 
SPHEAL Lv32              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
GOLBAT Lv30              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SNORUNT Lv28             HP 50  ATK 50  DEF 50  SPATK 50  SPDEF 50  SPEED 50 
GOLBAT Lv32              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SNORUNT Lv30             HP 50  ATK 50  DEF 50  SPATK 50  SPDEF 50  SPEED 50 

Set #76 - NEW MAUVILLE Grass/Cave (rate=10)
VOLTORB Lv24             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv24           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv25             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv25           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv23             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv23           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv26             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv26           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv22             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv22           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv22             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv22           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 

Set #77 - NEW MAUVILLE Grass/Cave (rate=10)
VOLTORB Lv24             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv24           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv25             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv25           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv23             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv23           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv26             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv26           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
VOLTORB Lv22             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
MAGNEMITE Lv22           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
ELECTRODE Lv26           HP 60  ATK 50  DEF 70  SPATK 80  SPDEF 80  SPEED 140
MAGNETON Lv26            HP 50  ATK 60  DEF 95  SPATK 120 SPDEF 70  SPEED 70 

Set #78 - ABANDONED SHIP Surfing (rate=4)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 30-35     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #79 - ABANDONED SHIP Fishing (rate=20)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 5-10       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 25-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 30-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 30-35     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 25-30     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 20-25     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #80 - ABANDONED SHIP Surfing (rate=4)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 30-35     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #81 - ABANDONED SHIP Fishing (rate=20)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 5-10       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 10-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 25-30      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 30-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 30-35     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 25-30     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 20-25     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #82 - SKY PILLAR Grass/Cave (rate=10)
SABLEYE Lv48             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
GOLBAT Lv48              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lv50              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv50             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
CLAYDOL Lv48             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
BANETTE Lv48             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
BANETTE Lv50             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
CLAYDOL Lv49             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv47             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv50             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv47             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv50             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 

Set #83 - SKY PILLAR Grass/Cave (rate=10)
SABLEYE Lv51             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
GOLBAT Lv51              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lv53              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv53             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
CLAYDOL Lv51             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
BANETTE Lv51             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
BANETTE Lv53             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
CLAYDOL Lv52             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv50             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv53             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv50             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv53             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 

Set #84 - SKY PILLAR Grass/Cave (rate=10)
SABLEYE Lv54             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
GOLBAT Lv54              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
GOLBAT Lv56              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
SABLEYE Lv56             HP 50  ATK 75  DEF 75  SPATK 65  SPDEF 65  SPEED 50 
CLAYDOL Lv54             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
BANETTE Lv54             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
BANETTE Lv56             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
CLAYDOL Lv55             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lv56             HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
ALTARIA Lv57             HP 75  ATK 70  DEF 90  SPATK 70  SPDEF 105 SPEED 80 
ALTARIA Lv54             HP 75  ATK 70  DEF 90  SPATK 70  SPDEF 105 SPEED 80 
ALTARIA Lv60             HP 75  ATK 70  DEF 90  SPATK 70  SPDEF 105 SPEED 80 

Set #85 - ROUTE 101 Grass/Cave (rate=20)
WURMPLE Lv2              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
ZIGZAGOON Lv2            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
WURMPLE Lv2              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
POOCHYENA Lv2            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv2            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 

Set #86 - ROUTE 102 Grass/Cave (rate=20)
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
ZIGZAGOON Lv4            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
WURMPLE Lv4              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
LOTAD Lv3                HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
LOTAD Lv4                HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv4            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
