Randomizer Version: 4.6.1-HAL
Random Seed: 113052562188845
Settings String: 322AAgEAQEBAAQABwAEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAEEZpcmUgUmVkIChVKSAxLjDynVAU48M4ig==

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #124 - FIVE ISLE MEADOW Grass/Cave (rate=21)
PIDGEY Lv44              HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
SENTRET Lv10             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
PIDGEOTTO Lv48           HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
HOPPIP Lv10              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
SENTRET Lv15             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
MEOWTH Lv41              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
HOPPIP Lv15              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
PSYDUCK Lv41             HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
PIDGEOTTO Lv50           HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
PERSIAN Lv47             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
PIDGEOTTO Lv50           HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
PERSIAN Lv50             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115

Set #125 - FIVE ISLE MEADOW Surfing (rate=2)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
HOPPIP Lvs 5-15          HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #126 - FIVE ISLE MEADOW Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #127 - MEMORIAL PILLAR Grass/Cave (rate=21)
HOPPIP Lv10              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv12              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv8               HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv14              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv10              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv12              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv16              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv6               HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv8               HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv14              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv8               HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
HOPPIP Lv14              HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 

Set #128 - MEMORIAL PILLAR Surfing (rate=2)
TENTACOOL Lvs 5-35       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
HOPPIP Lvs 5-15          HP 35  ATK 35  DEF 40  SPATK 35  SPDEF 55  SPEED 50 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #129 - MEMORIAL PILLAR Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #130 - OUTCAST ISLAND Surfing (rate=2)
TENTACOOL Lvs 5-20       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 20-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #131 - OUTCAST ISLAND Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #132 - GREEN PATH Surfing (rate=2)
TENTACOOL Lvs 5-20       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 20-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #133 - GREEN PATH Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #134 - WATER PATH Grass/Cave (rate=21)
SPEAROW Lv44             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
SENTRET Lv10             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
ODDISH Lv44              HP 45  ATK 50  DEF 55  SPATK 75  SPDEF 65  SPEED 30 
FEAROW Lv48              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
SENTRET Lv15             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
MEOWTH Lv41              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
GLOOM Lv48               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
PSYDUCK Lv41             HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
FEAROW Lv50              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
PERSIAN Lv47             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
FEAROW Lv50              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
PERSIAN Lv50             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115

Set #135 - WATER PATH Surfing (rate=2)
TENTACOOL Lvs 5-20       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 20-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #136 - WATER PATH Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #137 - RUIN VALLEY Grass/Cave (rate=21)
NATU Lv15                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
SPEAROW Lv44             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
YANMA Lv18               HP 65  ATK 65  DEF 45  SPATK 75  SPDEF 45  SPEED 95 
WOOPER Lv15              HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
FEAROW Lv49              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
MEOWTH Lv43              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
WOBBUFFET Lv25           HP 190 ATK 33  DEF 58  SPATK 33  SPDEF 58  SPEED 33 
PSYDUCK Lv41             HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
NATU Lv20                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
PERSIAN Lv49             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
NATU Lv20                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
PERSIAN Lv52             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115

Set #138 - RUIN VALLEY Surfing (rate=2)
WOOPER Lvs 5-20          HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
WOOPER Lvs 10-20         HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
WOOPER Lvs 15-25         HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
WOOPER Lvs 20-25         HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
WOOPER Lvs 20-25         HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 

Set #139 - RUIN VALLEY Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
POLIWAG Lvs 5-15         HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
GOLDEEN Lvs 5-15         HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
POLIWAG Lvs 15-25        HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
POLIWHIRL Lvs 20-30      HP 65  ATK 65  DEF 65  SPATK 50  SPDEF 50  SPEED 90 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
PSYDUCK Lvs 15-25        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #140 - TRAINER TOWER Surfing (rate=2)
TENTACOOL Lvs 5-20       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 20-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #141 - TRAINER TOWER Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #142 - CANYON ENTRANCE Grass/Cave (rate=21)
SPEAROW Lv44             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
SENTRET Lv10             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
PHANPY Lv10              HP 90  ATK 60  DEF 60  SPATK 40  SPDEF 40  SPEED 40 
FEAROW Lv48              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
SENTRET Lv15             HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
MEOWTH Lv41              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
FEAROW Lv50              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
PSYDUCK Lv41             HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
PHANPY Lv15              HP 90  ATK 60  DEF 60  SPATK 40  SPDEF 40  SPEED 40 
PERSIAN Lv47             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
PHANPY Lv15              HP 90  ATK 60  DEF 60  SPATK 40  SPDEF 40  SPEED 40 
PERSIAN Lv50             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115

Set #143 - SEVAULT CANYON Grass/Cave (rate=21)
GEODUDE Lv46             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
PHANPY Lv15              HP 90  ATK 60  DEF 60  SPATK 40  SPDEF 40  SPEED 40 
CUBONE Lv46              HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
FEAROW Lv50              HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
MAROWAK Lv52             HP 60  ATK 80  DEF 110 SPATK 50  SPDEF 80  SPEED 45 
MEOWTH Lv43              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
ONIX Lv54                HP 35  ATK 45  DEF 160 SPATK 30  SPDEF 45  SPEED 70 
SKARMORY Lv30            HP 65  ATK 80  DEF 140 SPATK 40  SPDEF 70  SPEED 70 
LARVITAR Lv15            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
PERSIAN Lv49             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
LARVITAR Lv20            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
PERSIAN Lv52             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115

Set #144 - SEVAULT CANYON Rock Smash (rate=25)
GEODUDE Lvs 25-35        HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GRAVELER Lvs 30-45       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
GRAVELER Lvs 35-50       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
GEODUDE Lvs 30-40        HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GEODUDE Lvs 30-40        HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 

Set #145 - TANOBY RUINS Surfing (rate=2)
TENTACOOL Lvs 5-20       HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 20-35      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lvs 35-40      HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 35-40     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #146 - TANOBY RUINS Fishing (rate=20)
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lv5             HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
MAGIKARP Lvs 5-15        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HORSEA Lvs 5-15          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
HORSEA Lvs 15-25         HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
QWILFISH Lvs 15-25       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
GYARADOS Lvs 15-25       HP 95  ATK 125 DEF 79  SPATK 60  SPDEF 100 SPEED 81 
SEADRA Lvs 25-35         HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
PSYDUCK Lvs 25-35        HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 

Set #147 - ROUTE 1 Grass/Cave (rate=21)
PIDGEY Lv3               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv3              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv3               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv3              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv2               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv2              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv3               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv3              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv4               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv4              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv5               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv4              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 

Set #148 - ROUTE 2 Grass/Cave (rate=21)
RATTATA Lv3              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv3               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv4              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv4               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv2              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv2               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
RATTATA Lv5              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
PIDGEY Lv5               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
CATERPIE Lv4             HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
WEEDLE Lv4               HP 40  ATK 35  DEF 30  SPATK 20  SPDEF 20  SPEED 50 
CATERPIE Lv5             HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
WEEDLE Lv5               HP 40  ATK 35  DEF 30  SPATK 20  SPDEF 20  SPEED 50 

Set #149 - ROUTE 3 Grass/Cave (rate=21)
SPEAROW Lv6              HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
PIDGEY Lv6               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
SPEAROW Lv7              HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
MANKEY Lv7               HP 40  ATK 80  DEF 35  SPATK 35  SPDEF 45  SPEED 70 
NIDORAN♂ Lv6             HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
PIDGEY Lv7               HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
SPEAROW Lv8              HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
JIGGLYPUFF Lv3           HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
NIDORAN♂ Lv7             HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
JIGGLYPUFF Lv5           HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
NIDORAN♀ Lv6             HP 55  ATK 47  DEF 52  SPATK 40  SPDEF 40  SPEED 41 
JIGGLYPUFF Lv7           HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 

Set #150 - ROUTE 4 Grass/Cave (rate=21)
SPEAROW Lv10             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
RATTATA Lv10             HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
EKANS Lv6                HP 35  ATK 60  DEF 44  SPATK 40  SPDEF 54  SPEED 55 
EKANS Lv10               HP 35  ATK 60  DEF 44  SPATK 40  SPDEF 54  SPEED 55 
SPEAROW Lv8              HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
RATTATA Lv8              HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
SPEAROW Lv12             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
RATTATA Lv12             HP 30  ATK 56  DEF 35  SPATK 25  SPDEF 35  SPEED 72 
