Randomizer Version: 4.6.1-HAL
Random Seed: 99248410065537
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAC0VtZXJhbGQgKFUpPZRG/+PDOIo=

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
RAPIDASH Lv46, Ability: RUN AWAY - FLAMETHROWER, ATTRACT, SOLARBEAM, BOUNCE
CAMERUPT@WHITE HERB Lv48, Ability: MAGMA ARMOR - OVERHEAT, SUNNY DAY, EARTHQUAKE, ATTRACT
TORKOAL@WHITE HERB Lv50, Ability: WHITE SMOKE - OVERHEAT, SUNNY DAY, EXPLOSION, ATTRACT

#785 (LEADER FLANNERY)@317AD8
ARCANINE Lv51, Ability: INTIMIDATE - HELPING HAND, FLAMETHROWER, SUNNY DAY, ROAR
MAGCARGO@WHITE HERB Lv53, Ability: MAGMA ARMOR - OVERHEAT, ATTRACT, LIGHT SCREEN, ROCK SLIDE
HOUNDOOM Lv51, Ability: EARLY BIRD - ROAR, SOLARBEAM, TAUNT, SUNNY DAY
RAPIDASH Lv51, Ability: RUN AWAY - FLAMETHROWER, ATTRACT, SOLARBEAM, BOUNCE
CAMERUPT@WHITE HERB Lv53, Ability: MAGMA ARMOR - OVERHEAT, SUNNY DAY, EARTHQUAKE, ATTRACT
TORKOAL@WHITE HERB Lv55, Ability: WHITE SMOKE - OVERHEAT, SUNNY DAY, EXPLOSION, ATTRACT

#786 (LEADER NORMAN)@317B00
CHANSEY Lv42, Ability: NATURAL CURE - LIGHT SCREEN, SING, SKILL SWAP, FOCUS PUNCH
SLAKING@SITRUS BERRY Lv42, Ability: TRUANT - BLIZZARD, SHADOW BALL, DOUBLE-EDGE, FIRE BLAST
SPINDA Lv43, Ability: OWN TEMPO - TEETER DANCE, SKILL SWAP, FACADE, HYPNOSIS
SLAKING@SITRUS BERRY Lv45, Ability: TRUANT - HYPER BEAM, FLAMETHROWER, THUNDERBOLT, SHADOW BALL

#787 (LEADER NORMAN)@317B28
SLAKING@SITRUS BERRY Lv47, Ability: TRUANT - BLIZZARD, SHADOW BALL, DOUBLE-EDGE, FIRE BLAST
CHANSEY Lv47, Ability: NATURAL CURE - LIGHT SCREEN, SING, SKILL SWAP, FOCUS PUNCH
KANGASKHAN Lv45, Ability: EARLY BIRD - FAKE OUT, DIZZY PUNCH, ENDURE, REVERSAL
SPINDA Lv48, Ability: OWN TEMPO - TEETER DANCE, SKILL SWAP, FACADE, HYPNOSIS
SLAKING@SITRUS BERRY Lv50, Ability: TRUANT - HYPER BEAM, FLAMETHROWER, THUNDERBOLT, SHADOW BALL

#788 (LEADER NORMAN)@317B50
SLAKING@SITRUS BERRY Lv52, Ability: TRUANT - BLIZZARD, SHADOW BALL, DOUBLE-EDGE, FIRE BLAST
BLISSEY Lv52, Ability: NATURAL CURE - LIGHT SCREEN, SING, SKILL SWAP, FOCUS PUNCH
KANGASKHAN Lv50, Ability: EARLY BIRD - FAKE OUT, DIZZY PUNCH, ENDURE, REVERSAL
SPINDA Lv53, Ability: OWN TEMPO - TEETER DANCE, SKILL SWAP, FACADE, HYPNOSIS
SLAKING@SITRUS BERRY Lv55, Ability: TRUANT - HYPER BEAM, FLAMETHROWER, THUNDERBOLT, SHADOW BALL

#789 (LEADER NORMAN)@317B78
SLAKING@SITRUS BERRY Lv57, Ability: TRUANT - BLIZZARD, SHADOW BALL, DOUBLE-EDGE, FIRE BLAST
BLISSEY Lv57, Ability: NATURAL CURE - PROTECT, SING, SKILL SWAP, FOCUS PUNCH
KANGASKHAN Lv55, Ability: EARLY BIRD - FAKE OUT, DIZZY PUNCH, ENDURE, REVERSAL
TAUROS Lv57, Ability: INTIMIDATE - TAKE DOWN, PROTECT, FIRE BLAST, EARTHQUAKE
SPINDA Lv58, Ability: OWN TEMPO - TEETER DANCE, SKILL SWAP, FACADE, HYPNOSIS
SLAKING@SITRUS BERRY Lv60, Ability: TRUANT - HYPER BEAM, FLAMETHROWER, THUNDERBOLT, SHADOW BALL

#790 (LEADER WINONA)@317BA0
DRATINI@SITRUS BERRY Lv40, Ability: SHED SKIN - THUNDER WAVE, THUNDERBOLT, PROTECT, ICE BEAM
TROPIUS Lv38, Ability: CHLOROPHYLL - SUNNY DAY, AERIAL ACE, SOLARBEAM, EARTHQUAKE
PELIPPER Lv41, Ability: KEEN EYE - SURF, SUPERSONIC, PROTECT, AERIAL ACE
SKARMORY Lv43, Ability: KEEN EYE - WHIRLWIND, SPIKES, STEEL WING, AERIAL ACE
ALTARIA@CHESTO BERRY Lv45, Ability: NATURAL CURE - AERIAL ACE, REST, DRAGON DANCE, EARTHQUAKE

#791 (LEADER WINONA)@317BC8
HOOTHOOT Lv43, Ability: INSOMNIA - HYPNOSIS, PSYCHIC, REFLECT, DREAM EATER
TROPIUS Lv43, Ability: CHLOROPHYLL - SUNNY DAY, AERIAL ACE, SOLARBEAM, EARTHQUAKE
DRAGONAIR@SITRUS BERRY Lv45, Ability: SHED SKIN - THUNDER WAVE, THUNDERBOLT, PROTECT, ICE BEAM
PELIPPER Lv46, Ability: KEEN EYE - SURF, SUPERSONIC, PROTECT, AERIAL ACE
SKARMORY Lv48, Ability: KEEN EYE - WHIRLWIND, SPIKES, STEEL WING, AERIAL ACE
ALTARIA@CHESTO BERRY Lv50, Ability: NATURAL CURE - AERIAL ACE, REST, DRAGON DANCE, EARTHQUAKE

#792 (LEADER WINONA)@317BF0
NOCTOWL Lv48, Ability: INSOMNIA - HYPNOSIS, PSYCHIC, REFLECT, DREAM EATER
TROPIUS Lv49, Ability: CHLOROPHYLL - SUNNY DAY, AERIAL ACE, SOLARBEAM, EARTHQUAKE
DRAGONAIR@SITRUS BERRY Lv50, Ability: SHED SKIN - THUNDER WAVE, THUNDERBOLT, PROTECT, ICE BEAM
PELIPPER Lv51, Ability: KEEN EYE - SURF, SUPERSONIC, PROTECT, AERIAL ACE
SKARMORY Lv53, Ability: KEEN EYE - WHIRLWIND, SPIKES, STEEL WING, AERIAL ACE
ALTARIA@CHESTO BERRY Lv55, Ability: NATURAL CURE - AERIAL ACE, REST, DRAGON DANCE, EARTHQUAKE

#793 (LEADER WINONA)@317C18
NOCTOWL Lv53, Ability: INSOMNIA - HYPNOSIS, PSYCHIC, REFLECT, DREAM EATER
TROPIUS Lv54, Ability: CHLOROPHYLL - SUNNY DAY, AERIAL ACE, SOLARBEAM, EARTHQUAKE
PELIPPER Lv55, Ability: KEEN EYE - SURF, SUPERSONIC, PROTECT, AERIAL ACE
DRAGONITE@SITRUS BERRY Lv55, Ability: INNER FOCUS - HYPER BEAM, THUNDERBOLT, EARTHQUAKE, ICE BEAM
SKARMORY Lv58, Ability: KEEN EYE - WHIRLWIND, SPIKES, STEEL WING, AERIAL ACE
ALTARIA@CHESTO BERRY Lv60, Ability: NATURAL CURE - SKY ATTACK, REST, DRAGON DANCE, EARTHQUAKE

#794 (LEADER TATE&LIZA)@317C40
SLOWPOKE Lv48, Ability: OBLIVIOUS - YAWN, PSYCHIC, CALM MIND, PROTECT
CLAYDOL Lv49, Ability: LEVITATE - EARTHQUAKE, ANCIENTPOWER, PSYCHIC, LIGHT SCREEN
XATU@CHESTO BERRY Lv49, Ability: SYNCHRONIZE - PSYCHIC, REST, CONFUSE RAY, CALM MIND
LUNATONE@CHESTO BERRY Lv50, Ability: LEVITATE - EARTHQUAKE, PSYCHIC, REST, CALM MIND
SOLROCK@SITRUS BERRY Lv50, Ability: LEVITATE - SUNNY DAY, SOLARBEAM, PSYCHIC, FLAMETHROWER

#795 (LEADER TATE&LIZA)@317C68
DROWZEE Lv53, Ability: INSOMNIA - HYPNOSIS, DREAM EATER, HEADBUTT, PROTECT
SLOWPOKE Lv53, Ability: OBLIVIOUS - YAWN, PSYCHIC, CALM MIND, PROTECT
CLAYDOL Lv54, Ability: LEVITATE - EARTHQUAKE, EXPLOSION, PSYCHIC, LIGHT SCREEN
XATU@CHESTO BERRY Lv54, Ability: SYNCHRONIZE - PSYCHIC, REST, CONFUSE RAY, CALM MIND
LUNATONE@CHESTO BERRY Lv55, Ability: LEVITATE - EARTHQUAKE, PSYCHIC, REST, CALM MIND
SOLROCK@SITRUS BERRY Lv55, Ability: LEVITATE - SUNNY DAY, SOLARBEAM, PSYCHIC, FLAMETHROWER

#796 (LEADER TATE&LIZA)@317C90
HYPNO Lv58, Ability: INSOMNIA - HYPNOSIS, DREAM EATER, HEADBUTT, PROTECT
CLAYDOL Lv59, Ability: LEVITATE - EARTHQUAKE, EXPLOSION, PSYCHIC, LIGHT SCREEN
SLOWPOKE Lv58, Ability: OBLIVIOUS - YAWN, PSYCHIC, CALM MIND, PROTECT
XATU@CHESTO BERRY Lv59, Ability: SYNCHRONIZE - PSYCHIC, REST, CONFUSE RAY, CALM MIND
LUNATONE@CHESTO BERRY Lv60, Ability: LEVITATE - EARTHQUAKE, PSYCHIC, REST, CALM MIND
SOLROCK@SITRUS BERRY Lv60, Ability: LEVITATE - SUNNY DAY, SOLARBEAM, PSYCHIC, FLAMETHROWER

#797 (LEADER TATE&LIZA)@317CB8
HYPNO Lv63, Ability: INSOMNIA - HYPNOSIS, DREAM EATER, HEADBUTT, PROTECT
CLAYDOL Lv64, Ability: LEVITATE - EARTHQUAKE, EXPLOSION, PSYCHIC, LIGHT SCREEN
SLOWKING Lv63, Ability: OBLIVIOUS - YAWN, PSYCHIC, CALM MIND, PROTECT
XATU@CHESTO BERRY Lv64, Ability: SYNCHRONIZE - PSYCHIC, REST, CONFUSE RAY, CALM MIND
LUNATONE@CHESTO BERRY Lv65, Ability: LEVITATE - EARTHQUAKE, PSYCHIC, REST, CALM MIND
SOLROCK@SITRUS BERRY Lv65, Ability: LEVITATE - SUNNY DAY, SOLARBEAM, PSYCHIC, FLAMETHROWER

#798 (LEADER JUAN)@317CE0
POLIWAG Lv46, Ability: WATER ABSORB - HYPNOSIS, RAIN DANCE, PROTECT, HYDRO PUMP
WHISCASH Lv46, Ability: OBLIVIOUS - RAIN DANCE, WATER PULSE, DOUBLE TEAM, FISSURE
WALREIN Lv48, Ability: THICK FAT - WATER PULSE, BODY SLAM, PROTECT, ICE BEAM
CRAWDAUNT@CHESTO BERRY Lv48, Ability: HYPER CUTTER - REST, CRABHAMMER, TAUNT, DOUBLE TEAM
KINGDRA@CHESTO BERRY Lv51, Ability: SWIFT SWIM - WATER PULSE, DOUBLE TEAM, ICE BEAM, REST

#799 (LEADER JUAN)@317D08
POLIWHIRL Lv50, Ability: WATER ABSORB - HYPNOSIS, RAIN DANCE, PROTECT, HYDRO PUMP
WHISCASH Lv51, Ability: OBLIVIOUS - RAIN DANCE, WATER PULSE, DOUBLE TEAM, FISSURE
WALREIN Lv53, Ability: THICK FAT - WATER PULSE, BODY SLAM, PROTECT, ICE BEAM
CRAWDAUNT@CHESTO BERRY Lv53, Ability: HYPER CUTTER - REST, GUILLOTINE, TAUNT, DOUBLE TEAM
KINGDRA@CHESTO BERRY Lv56, Ability: SWIFT SWIM - WATER PULSE, DOUBLE TEAM, ICE BEAM, REST

#800 (LEADER JUAN)@317D30
LAPRAS Lv56, Ability: WATER ABSORB - HYDRO PUMP, PERISH SONG, ICE BEAM, CONFUSE RAY
WHISCASH Lv58, Ability: OBLIVIOUS - RAIN DANCE, WATER PULSE, DOUBLE TEAM, FISSURE
POLIWHIRL Lv56, Ability: WATER ABSORB - HYPNOSIS, RAIN DANCE, PROTECT, HYDRO PUMP
WALREIN Lv58, Ability: THICK FAT - WATER PULSE, BODY SLAM, PROTECT, ICE BEAM
CRAWDAUNT@CHESTO BERRY Lv58, Ability: HYPER CUTTER - REST, GUILLOTINE, TAUNT, DOUBLE TEAM
KINGDRA@CHESTO BERRY Lv61, Ability: SWIFT SWIM - WATER PULSE, DOUBLE TEAM, ICE BEAM, REST

#801 (LEADER JUAN)@317D58
LAPRAS Lv61, Ability: WATER ABSORB - HYDRO PUMP, PERISH SONG, ICE BEAM, CONFUSE RAY
WHISCASH Lv63, Ability: OBLIVIOUS - RAIN DANCE, WATER PULSE, DOUBLE TEAM, FISSURE
POLITOED Lv61, Ability: WATER ABSORB - HYPNOSIS, RAIN DANCE, HYDRO PUMP, PERISH SONG
WALREIN Lv63, Ability: THICK FAT - WATER PULSE, BODY SLAM, PROTECT, SHEER COLD
CRAWDAUNT@CHESTO BERRY Lv63, Ability: HYPER CUTTER - REST, GUILLOTINE, TAUNT, DOUBLE TEAM
KINGDRA@CHESTO BERRY Lv66, Ability: SWIFT SWIM - WATER PULSE, DOUBLE TEAM, ICE BEAM, REST

#802 (BUG MANIAC ANGELO)@317D80
ILLUMISE Lv17, Ability: OBLIVIOUS - SHOCK WAVE, QUICK ATTACK, CHARM
VOLBEAT Lv17, Ability: ILLUMINATE - SHOCK WAVE, QUICK ATTACK, CONFUSE RAY

#803 (BIRD KEEPER DARIUS)@317DA8
TROPIUS Lv30, Ability: CHLOROPHYLL - 

#804 ([PK][MN] TRAINER STEVEN)@317DD0
SKARMORY Lv77, Ability: KEEN EYE - TOXIC, AERIAL ACE, SPIKES, STEEL WING
CLAYDOL Lv75, Ability: LEVITATE - REFLECT, LIGHT SCREEN, ANCIENTPOWER, EARTHQUAKE
AGGRON Lv76, Ability: STURDY - THUNDER, EARTHQUAKE, SOLARBEAM, DRAGON CLAW
CRADILY Lv76, Ability: SUCTION CUPS - GIGA DRAIN, ANCIENTPOWER, INGRAIN, CONFUSE RAY
ARMALDO Lv76, Ability: BATTLE ARMOR - WATER PULSE, ANCIENTPOWER, AERIAL ACE, SLASH
METAGROSS@SITRUS BERRY Lv78, Ability: CLEAR BODY - EARTHQUAKE, PSYCHIC, METEOR MASH, SHADOW BALL

#805 (SALON MAIDEN ANABEL)@317DF8
BELDUM Lv5, Ability: CLEAR BODY - 

#806 (DOME ACE TUCKER)@317E20
BELDUM Lv5, Ability: CLEAR BODY - 

#807 (PALACE MAVEN SPENSER)@317E48
BELDUM Lv5, Ability: CLEAR BODY - 

#808 (ARENA TYCOON GRETA)@317E70
BELDUM Lv5, Ability: CLEAR BODY - 

#809 (FACTORY HEAD NOLAND)@317E98
BELDUM Lv5, Ability: CLEAR BODY - 

#810 (PIKE QUEEN LUCY)@317EC0
BELDUM Lv5, Ability: CLEAR BODY - 

#811 (PYRAMID KING BRANDON)@317EE8
BELDUM Lv5, Ability: CLEAR BODY - 

#812 (RUIN MANIAC ANDRES)@317F10
SANDSHREW Lv31, Ability: SAND VEIL - 
SANDSHREW Lv31, Ability: SAND VEIL - 

#813 (RUIN MANIAC ANDRES)@317F38
NOSEPASS Lv33, Ability: STURDY - 
SANDSHREW Lv33, Ability: SAND VEIL - 
SANDSHREW Lv33, Ability: SAND VEIL - 

#814 (RUIN MANIAC ANDRES)@317F60
NOSEPASS Lv35, Ability: STURDY - 
SANDSHREW Lv35, Ability: SAND VEIL - 
SANDSHREW Lv35, Ability: SAND VEIL - 

#815 (RUIN MANIAC ANDRES)@317F88
NOSEPASS Lv37, Ability: STURDY - 
SANDSLASH Lv37, Ability: SAND VEIL - 
SANDSLASH Lv37, Ability: SAND VEIL - 

#816 (SAILOR CORY)@317FB0
WINGULL Lv30, Ability: KEEN EYE - 
MACHOP Lv30, Ability: GUTS - 
TENTACOOL Lv30, Ability: CLEAR BODY - 

#817 (SAILOR CORY)@317FD8
PELIPPER Lv32, Ability: KEEN EYE - 
MACHOP Lv32, Ability: GUTS - 
TENTACOOL Lv32, Ability: CLEAR BODY - 

#818 (SAILOR CORY)@318000
PELIPPER Lv34, Ability: KEEN EYE - 
MACHOP Lv34, Ability: GUTS - 
TENTACRUEL Lv34, Ability: CLEAR BODY - 

#819 (SAILOR CORY)@318028
PELIPPER Lv36, Ability: KEEN EYE - 
MACHOKE Lv36, Ability: GUTS - 
TENTACRUEL Lv36, Ability: CLEAR BODY - 

#820 (TRIATHLETE PABLO)@318050
STARYU Lv37, Ability: ILLUMINATE - 
STARYU Lv37, Ability: ILLUMINATE - 

#821 (TRIATHLETE PABLO)@318078
WINGULL Lv39, Ability: KEEN EYE - 
STARYU Lv39, Ability: ILLUMINATE - 
STARYU Lv39, Ability: ILLUMINATE - 

#822 (TRIATHLETE PABLO)@3180A0
PELIPPER Lv41, Ability: KEEN EYE - 
STARYU Lv41, Ability: ILLUMINATE - 
STARYU Lv41, Ability: ILLUMINATE - 

#823 (TRIATHLETE PABLO)@3180C8
PELIPPER Lv43, Ability: KEEN EYE - 
STARMIE Lv43, Ability: ILLUMINATE - 
STARMIE Lv43, Ability: ILLUMINATE - 

#824 (BLACK BELT KOJI)@3180F0
MACHOKE Lv37, Ability: GUTS - 
MACHOKE Lv37, Ability: GUTS - 

#825 (BLACK BELT KOJI)@318118
MAKUHITA Lv39, Ability: THICK FAT - 
MACHOKE Lv39, Ability: GUTS - 
MACHOKE Lv39, Ability: GUTS - 

#826 (BLACK BELT KOJI)@318140
HARIYAMA Lv41, Ability: THICK FAT - 
MACHOKE Lv41, Ability: GUTS - 
MACHOKE Lv41, Ability: GUTS - 

#827 (BLACK BELT KOJI)@318168
HARIYAMA Lv43, Ability: THICK FAT - 
MACHAMP Lv43, Ability: GUTS - 
MACHAMP Lv43, Ability: GUTS - 

#828 (COOLTRAINER CRISTIN)@318190
LOUDRED Lv35, Ability: SOUNDPROOF - 
VIGOROTH Lv35, Ability: VITAL SPIRIT - 

#829 (COOLTRAINER CRISTIN)@3181B8
SPINDA Lv37, Ability: OWN TEMPO - 
LOUDRED Lv37, Ability: SOUNDPROOF - 
VIGOROTH Lv37, Ability: VITAL SPIRIT - 

#830 (COOLTRAINER CRISTIN)@3181E0
SPINDA Lv39, Ability: OWN TEMPO - 
LOUDRED Lv39, Ability: SOUNDPROOF - 
VIGOROTH Lv39, Ability: VITAL SPIRIT - 

#831 (COOLTRAINER CRISTIN)@318208
SPINDA Lv41, Ability: OWN TEMPO - 
EXPLOUD Lv41, Ability: SOUNDPROOF - 
SLAKING Lv41, Ability: TRUANT - 

#832 (GUITARIST FERNANDO)@318230
ELECTRIKE Lv35, Ability: STATIC - 
ELECTRIKE Lv35, Ability: STATIC - 
LOUDRED Lv35, Ability: SOUNDPROOF - 

#833 (GUITARIST FERNANDO)@318258
ELECTRIKE Lv37, Ability: STATIC - 
MANECTRIC Lv37, Ability: STATIC - 
LOUDRED Lv37, Ability: SOUNDPROOF - 

#834 (GUITARIST FERNANDO)@318280
MANECTRIC Lv39, Ability: STATIC - 
MANECTRIC Lv39, Ability: STATIC - 
LOUDRED Lv39, Ability: SOUNDPROOF - 

#835 (GUITARIST FERNANDO)@3182A8
MANECTRIC Lv41, Ability: STATIC - 
MANECTRIC Lv41, Ability: STATIC - 
EXPLOUD Lv41, Ability: SOUNDPROOF - 

#836 (HIKER SAWYER)@3182D0
GEODUDE Lv26, Ability: ROCK HEAD - 
NUMEL Lv26, Ability: OBLIVIOUS - 

#837 (HIKER SAWYER)@3182F8
MACHOP Lv28, Ability: GUTS - 
NUMEL Lv28, Ability: OBLIVIOUS - 
GRAVELER Lv28, Ability: ROCK HEAD - 

#838 (HIKER SAWYER)@318320
MACHOP Lv30, Ability: GUTS - 
NUMEL Lv30, Ability: OBLIVIOUS - 
GRAVELER Lv30, Ability: ROCK HEAD - 

#839 (HIKER SAWYER)@318348
MACHOKE Lv33, Ability: GUTS - 
CAMERUPT Lv33, Ability: MAGMA ARMOR - 
GOLEM Lv33, Ability: ROCK HEAD - 

#840 ([PK][MN] BREEDER GABRIELLE)@318370
SKITTY Lv31, Ability: CUTE CHARM - 
MIGHTYENA Lv31, Ability: INTIMIDATE - 
ZIGZAGOON Lv31, Ability: PICKUP - 
LOTAD Lv31, Ability: SWIFT SWIM - 
SEEDOT Lv31, Ability: CHLOROPHYLL - 
TAILLOW Lv31, Ability: GUTS - 

#841 ([PK][MN] BREEDER GABRIELLE)@318398
SKITTY Lv33, Ability: CUTE CHARM - 
MIGHTYENA Lv33, Ability: INTIMIDATE - 
LINOONE Lv33, Ability: PICKUP - 
LOMBRE Lv33, Ability: SWIFT SWIM - 
NUZLEAF Lv33, Ability: CHLOROPHYLL - 
TAILLOW Lv33, Ability: GUTS - 

#842 ([PK][MN] BREEDER GABRIELLE)@3183C0
DELCATTY Lv35, Ability: CUTE CHARM - 
MIGHTYENA Lv35, Ability: INTIMIDATE - 
LINOONE Lv35, Ability: PICKUP - 
LOMBRE Lv35, Ability: SWIFT SWIM - 
NUZLEAF Lv35, Ability: CHLOROPHYLL - 
SWELLOW Lv35, Ability: GUTS - 

#843 ([PK][MN] BREEDER GABRIELLE)@3183E8
DELCATTY Lv37, Ability: CUTE CHARM - 
MIGHTYENA Lv37, Ability: INTIMIDATE - 
LINOONE Lv37, Ability: PICKUP - 
LUDICOLO Lv37, Ability: SWIFT SWIM - 
SHIFTRY Lv37, Ability: CHLOROPHYLL - 
SWELLOW Lv37, Ability: GUTS - 

#844 (BEAUTY THALIA)@318410
WAILMER Lv34, Ability: WATER VEIL - 
HORSEA Lv34, Ability: SWIFT SWIM - 

#845 (BEAUTY THALIA)@318438
LUVDISC Lv36, Ability: SWIFT SWIM - 
WAILMER Lv36, Ability: WATER VEIL - 
SEADRA Lv36, Ability: POISON POINT - 

#846 (BEAUTY THALIA)@318460
LUVDISC Lv38, Ability: SWIFT SWIM - 
WAILMER Lv38, Ability: WATER VEIL - 
SEADRA Lv38, Ability: POISON POINT - 

#847 (BEAUTY THALIA)@318488
LUVDISC Lv40, Ability: SWIFT SWIM - 
WAILORD Lv40, Ability: WATER VEIL - 
KINGDRA Lv40, Ability: SWIFT SWIM - 

#848 (PSYCHIC MARIELA)@3184B0
CHIMECHO Lv41, Ability: LEVITATE - 

#849 (PSYCHIC ALVARO)@3184D8
BANETTE Lv41, Ability: INSOMNIA - 
KADABRA Lv41, Ability: SYNCHRONIZE - 

#850 (GENTLEMAN EVERETT)@318500
WOBBUFFET Lv41, Ability: SHADOW TAG - 

#851 ([PK][MN] TRAINER RED)@318528
CHARMANDER Lv5, Ability: BLAZE - 

#852 ([PK][MN] TRAINER LEAF)@318550
BULBASAUR Lv5, Ability: OVERGROW - 

#853 ([PK][MN] TRAINER BRENDAN)@318578
GROUDON Lv5, Ability: DROUGHT - 

#854 ([PK][MN] TRAINER MAY)@3185A0
KYOGRE Lv5, Ability: DRIZZLE - 

#855 ([PK][MN] TRAINER STEVEN)@5DD6D0
METANG Lv42, Ability: CLEAR BODY - LIGHT SCREEN, PSYCHIC, REFLECT, METAL CLAW
SKARMORY Lv43, Ability: KEEN EYE - TOXIC, AERIAL ACE, PROTECT, STEEL WING
AGGRON Lv44, Ability: STURDY - THUNDER, PROTECT, SOLARBEAM, DRAGON CLAW


Static Pokemon: Unchanged.

--Wild Pokemon--
Set #1 - ROUTE 101 Grass/Cave (rate=20)
WURMPLE Lv2              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
POOCHYENA Lv2            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
WURMPLE Lv2              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
ZIGZAGOON Lv2            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv2            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 

Set #2 - ROUTE 102 Grass/Cave (rate=20)
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
WURMPLE Lv3              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
POOCHYENA Lv4            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
WURMPLE Lv4              HP 45  ATK 45  DEF 35  SPATK 20  SPDEF 30  SPEED 20 
LOTAD Lv3                HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
LOTAD Lv4                HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv3            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lv4            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
RALTS Lv4                HP 28  ATK 25  DEF 25  SPATK 45  SPDEF 35  SPEED 40 
ZIGZAGOON Lv4            HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
SEEDOT Lv3               HP 40  ATK 40  DEF 50  SPATK 30  SPDEF 30  SPEED 30 

Set #3 - ROUTE 102 Surfing (rate=4)
MARILL Lvs 20-30         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 10-20         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 30-35         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 5-10          HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
GOLDEEN Lvs 20-30        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 

Set #4 - ROUTE 102 Fishing (rate=30)
MAGIKARP Lvs 5-10        HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
GOLDEEN Lvs 5-10         HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
GOLDEEN Lvs 10-30        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
CORPHISH Lvs 10-30       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
CORPHISH Lvs 25-30       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
CORPHISH Lvs 30-35       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
CORPHISH Lvs 20-25       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
CORPHISH Lvs 35-40       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 
CORPHISH Lvs 40-45       HP 43  ATK 80  DEF 65  SPATK 50  SPDEF 35  SPEED 35 

Set #5 - ROUTE 103 Grass/Cave (rate=20)
POOCHYENA Lv2            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv3            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv4            HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
